location,size,total_sqft,bath,price,price_per_sqft
Bannerghatta Road,2,1275.0,2.0,65.0,0.050980392156862744
4th Block Jayanagar,2,900.0,2.0,70.0,0.07777777777777778
Rachenahalli,2,1224.0,2.0,39.2,0.03202614379084968
Battarahalli,2,1135.0,2.0,43.0,0.03788546255506608
Rachenahalli,2,1050.0,2.0,52.1,0.04961904761904762
Nagavarapalya,2,1392.0,2.0,130.0,0.09339080459770115
Bellandur,2,1050.0,2.0,72.0,0.06857142857142857
Hosa Road,3,1513.0,3.0,103.0,0.0680766688697951
Gottigere,3,1621.0,3.0,72.0,0.04441702652683529
Bannerghatta Road,2,892.0,2.0,39.0,0.043721973094170405
Whitefield,2,1205.0,2.0,40.0,0.03319502074688797
Kengeri,2,726.0,2.0,35.0,0.048209366391184574
Horamavu Agara,2,1079.0,2.0,41.0,0.037998146431881374
Begur Road,2,1170.0,2.0,46.0,0.039316239316239315
Doddathoguru,2,1104.0,2.0,39.0,0.035326086956521736
Kanakpura Road,2,950.0,2.0,45.0,0.04736842105263158
Canara Bank Colony,3,1650.0,2.0,52.0,0.03151515151515152
Kogilu,3,1559.0,3.0,127.0,0.0814624759461193
Hanumagiri,2,1100.0,2.0,38.0,0.034545454545454546
Benson Town,3,1750.0,3.0,150.0,0.08571428571428572
Ramagondanahalli,2,1215.0,2.0,45.5,0.037448559670781895
Talaghattapura,3,1868.0,3.0,135.0,0.07226980728051392
Electronic City,2,1130.0,2.0,32.63,0.02887610619469027
Sarjapur  Road,3,1691.0,3.0,98.0,0.0579538734476641
Hulimavu,2,1225.0,2.0,55.0,0.044897959183673466
JP Nagar,3,1690.0,3.0,112.0,0.06627218934911243
Kasturi Nagar,4,1896.0,3.0,125.0,0.06592827004219409
Sonnenahalli,1,605.0,1.0,40.0,0.06611570247933884
Electronic City Phase II,2,900.0,2.0,32.5,0.03611111111111111
Cholanayakanahalli,1,750.0,2.0,50.0,0.06666666666666667
Hoodi,3,780.0,3.0,62.0,0.07948717948717948
Ananth Nagar,2,908.0,2.0,26.0,0.028634361233480177
Iblur Village,2,1400.0,2.0,68.0,0.04857142857142857
Hulimavu,2,1255.0,2.0,74.0,0.05896414342629482
Electronic City,3,1500.0,2.0,100.0,0.06666666666666667
Thanisandra,2,1296.0,2.0,72.0,0.05555555555555555
Horamavu Banaswadi,2,925.0,2.0,38.0,0.04108108108108108
Raja Rajeshwari Nagar,2,1023.0,2.0,42.0,0.04105571847507331
Thanisandra,2,1020.0,2.0,44.5,0.043627450980392155
Choodasandra,3,1530.0,3.0,77.0,0.05032679738562092
Gubbalala,3,1650.0,3.0,71.0,0.04303030303030303
Vijaya Bank Layout,3,1605.0,2.0,85.0,0.0529595015576324
Hosakerehalli,2,1925.0,2.0,50.0,0.025974025974025976
Kogilu,2,1190.0,2.0,50.66,0.042571428571428566
Jakkur,3,1374.0,3.0,68.0,0.049490538573508006
6th Phase JP Nagar,2,1140.0,2.0,65.0,0.05701754385964912
Green Glen Layout,3,1725.0,3.0,130.0,0.07536231884057971
Bisuvanahalli,3,1075.0,2.0,50.0,0.046511627906976744
Kannamangala,3,1574.0,3.0,93.34,0.059301143583227446
Sanjay nagar,1,965.0,1.0,32.0,0.03316062176165803
Marathahalli,3,1550.0,3.0,83.0,0.053548387096774196
Akshayanagara West,2,1205.0,2.0,60.0,0.04979253112033195
Kambipura,3,1082.0,2.0,55.0,0.05083179297597042
Uttarahalli,3,1215.0,2.0,52.85,0.04349794238683128
Prasanth Extension,2,1200.0,3.0,46.14,0.03845
Chikkathoguru,1,1500.0,1.0,19.5,0.013
Kanakpura Road,3,1452.0,3.0,60.98,0.04199724517906336
Electronic City Phase II,3,1329.0,2.0,41.0,0.030850263355906696
Doctors Layout,2,1125.0,2.0,44.0,0.03911111111111111
Anand nagar,2,1200.0,2.0,70.0,0.058333333333333334
Sarjapur  Road,3,1350.0,3.0,39.97,0.029607407407407405
Uttarahalli,3,1312.5,3.0,51.19,0.03900190476190476
Pai Layout,2,1255.0,2.0,80.0,0.06374501992031872
Keshava Nagar,3,1904.0,3.0,155.0,0.08140756302521009
Somasundara Palya,2,1329.0,2.0,70.0,0.0526711813393529
Chandapura,2,1200.0,2.0,60.0,0.05
Murugeshpalya,3,2135.0,3.0,160.0,0.07494145199063232
"Hoodi Circle, ",1,813.0,1.0,39.0,0.04797047970479705
Kalena Agrahara,2,800.0,2.0,30.0,0.0375
Hormavu,3,1500.0,3.0,70.0,0.04666666666666667
Bannerghatta Road,3,1880.0,3.0,95.0,0.05053191489361702
Electronic City,3,1440.0,2.0,55.0,0.03819444444444445
Akshaya Nagar,3,1575.0,3.0,90.0,0.05714285714285714
Banagiri Nagar,3,1630.0,2.0,97.78,0.05998773006134969
Yelahanka,3,1180.0,3.0,55.0,0.046610169491525424
Nagadevanahalli,2,1090.0,2.0,36.0,0.03302752293577982
Varthur,2,1097.0,2.0,33.82,0.03082953509571559
Raja Rajeshwari Nagar,2,1070.0,2.0,50.0,0.04672897196261682
Kumaraswami Layout,2,1000.0,2.0,58.0,0.058
manyata tech park,2,1150.0,2.0,56.0,0.04869565217391304
Frazer Town,3,1900.0,4.0,145.0,0.07631578947368421
Divya Unnathi Layout,2,1141.0,2.0,49.0,0.04294478527607362
Jigani,2,937.0,2.0,44.0,0.04695837780149413
Green Glen Layout,2,1075.0,2.0,60.0,0.05581395348837209
Panathur,2,1000.0,2.0,65.3,0.0653
Kasavanhalli,3,1450.0,3.0,77.41,0.05338620689655172
Yelachenahalli,5,897.0,2.0,85.0,0.0947603121516165
Ashwathnagar,2,936.0,2.0,43.0,0.045940170940170943
Gopalkrishna Nagar,2,1280.0,2.0,75.0,0.05859375
Babusapalaya,2,1050.0,2.0,45.0,0.04285714285714286
Marathahalli,2,1350.0,2.0,86.0,0.0637037037037037
Devanahalli,2,1174.0,2.0,59.0,0.05025553662691652
Hosur Road,3,1890.0,3.0,162.0,0.08571428571428572
Sarvabhouma Nagar,1,500.0,1.0,24.0,0.048
Gottigere,3,1304.0,3.0,80.0,0.06134969325153374
Yelahanka,3,1653.0,3.0,120.0,0.07259528130671507
Bisuvanahalli,3,1075.0,2.0,52.0,0.04837209302325581
7th Phase JP Nagar,2,1212.0,3.0,42.0,0.034653465346534656
Hoysalanagar,2,1100.0,2.0,50.0,0.045454545454545456
Billekahalli,2,1140.0,2.0,50.0,0.043859649122807015
Roopena Agrahara,2,1200.0,2.0,100.0,0.08333333333333333
Kudlu Gate,3,1532.0,3.0,83.0,0.054177545691906005
Padmanabhanagar,3,1531.0,2.0,75.0,0.04898758981058132
Uttarahalli,2,1325.0,2.0,53.0,0.04
Electronic City,3,1156.0,2.0,44.0,0.03806228373702422
Bannerghatta Road,2,1260.0,2.0,70.0,0.05555555555555555
Vittasandra,2,1934.0,2.0,90.0,0.04653567735263702
Malleshpalya,2,1060.0,2.0,40.0,0.03773584905660377
Kasavanhalli,3,1476.0,3.0,95.0,0.06436314363143632
Murugeshpalya,2,1185.0,2.0,85.0,0.07172995780590717
Channasandra Layout,3,1265.0,2.0,82.0,0.06482213438735178
Virat Nagar,2,1196.0,2.0,56.81,0.0475
EPIP Zone,2,1280.0,2.0,69.0,0.05390625
Hulimavu,2,1175.0,2.0,45.0,0.03829787234042553
Kacharakanahalli,3,1850.0,3.0,98.0,0.05297297297297297
Whitefield,2,1195.0,2.0,70.0,0.058577405857740586
Hosur Road,2,1180.0,2.0,36.5,0.03093220338983051
Jakkur,2,1050.0,2.0,49.87,0.04749523809523809
Electronic City,3,1400.0,2.0,40.44,0.028885714285714285
Bagalakunte,4,2360.0,4.0,150.0,0.0635593220338983
Banashankari stage 2,2,1030.0,2.0,77.25,0.075
Doddanakundi Industrial Area 2,2,1512.0,1.0,65.01,0.04299603174603175
Subramanyapura,2,929.0,2.0,48.0,0.05166846071044134
Jigani,3,1252.0,3.0,61.0,0.048722044728434506
Green Glen Layout,3,1485.0,3.0,115.0,0.07744107744107744
Electronics City Phase 1,3,1124.0,2.0,55.0,0.04893238434163701
Indira Nagar,3,1407.0,3.0,120.0,0.08528784648187633
Hennur Road,3,1482.0,2.0,97.0,0.06545209176788123
Jalahalli,3,1570.0,3.0,140.0,0.08917197452229299
Chandapura,1,520.0,1.0,14.04,0.027
OLd Gurappanapalya,3,2000.0,3.0,160.0,0.08
Prithvi Layout,2,1352.0,2.0,75.0,0.05547337278106509
Electronic City,2,1152.0,2.0,65.0,0.05642361111111111
"ECC Road, Whitefield, ",3,1575.0,3.0,93.0,0.05904761904761905
Hegde Nagar,3,1965.0,4.0,125.0,0.06361323155216285
Ramanjaneyanagar,3,1300.0,2.0,70.0,0.05384615384615385
Marathahalli,2,957.0,2.0,47.0,0.04911180773249739
Hoskote,3,1740.0,3.0,60.0,0.034482758620689655
Neeladri Nagar,2,1060.0,2.0,35.0,0.0330188679245283
Chikkadunnasandra,2,975.0,2.0,50.0,0.05128205128205128
Ramamurthy Nagar,2,1150.0,2.0,51.0,0.04434782608695652
Whitefield,3,1738.0,2.0,79.0,0.045454545454545456
Bommanahalli,3,1250.0,3.0,55.0,0.044
Bannerghatta Road,3,1788.0,3.0,90.0,0.050335570469798654
Kanakapura,2,1151.0,2.0,59.0,0.051259774109470024
Uttarahalli,3,1300.0,2.0,60.0,0.046153846153846156
Akshya Nagar,2,1380.0,2.0,75.0,0.05434782608695652
Hebbal,3,1645.0,3.0,117.0,0.07112462006079028
Babusapalaya,2,1141.0,2.0,45.9,0.04022787028921998
7th Phase JP Nagar,2,1175.0,2.0,82.5,0.07021276595744681
Banashankari Stage V,3,1355.0,2.0,61.0,0.045018450184501846
Dasarahalli,2,1150.0,2.0,70.0,0.06086956521739131
Canara Bank Colony,2,1000.0,2.0,45.0,0.045
Balagere,2,1007.0,2.0,65.0,0.06454816285998013
Kothanur,3,1436.0,3.0,70.0,0.04874651810584958
Somasundara Palya,3,2372.0,3.0,140.0,0.05902192242833052
Rayasandra,2,1016.0,2.0,58.0,0.05708661417322835
Dodda Nekkundi,2,1100.0,2.0,48.0,0.04363636363636364
B Channasandra,2,1080.0,2.0,45.0,0.041666666666666664
Electronic City,2,1070.0,2.0,60.0,0.056074766355140186
Kadubeesanahalli,3,1532.0,3.0,115.0,0.07506527415143603
Hennur,2,1040.0,2.0,42.12,0.040499999999999994
Tumkur Road,2,1137.5,2.0,48.905,0.04299340659340659
Thanisandra,3,1430.0,2.0,51.6,0.03608391608391608
Uvce Layout,2,1190.0,2.0,100.0,0.08403361344537816
Panduranga Nagar,3,1827.0,3.0,100.0,0.05473453749315818
HRBR Layout,2,1210.0,2.0,75.0,0.06198347107438017
New Thippasandra,3,1500.0,3.0,95.0,0.06333333333333334
Hebbal,2,1251.0,2.0,88.73,0.07092725819344525
HSR Layout,3,1600.0,2.0,115.0,0.071875
Electronic City,2,1128.0,2.0,65.5,0.05806737588652482
Budigere,3,1820.0,3.0,93.0,0.0510989010989011
Thigalarapalya,3,2072.0,4.0,159.0,0.07673745173745174
Raja Rajeshwari Nagar,3,1510.0,2.0,59.0,0.0390728476821192
Hoodi,3,1925.0,2.0,114.0,0.05922077922077922
Thigalarapalya,3,2072.0,4.0,147.0,0.07094594594594594
Kumaraswami Layout,2,1000.0,2.0,36.0,0.036
KR Puram,3,1752.0,3.0,145.0,0.08276255707762557
Sahakara Nagar,2,960.0,2.0,56.0,0.058333333333333334
Gattigere,2,1180.0,2.0,63.0,0.053389830508474574
NRI Layout,2,650.0,2.0,59.0,0.09076923076923077
Lakshminarayana Pura,2,1200.0,2.0,75.0,0.0625
Bisuvanahalli,3,1180.0,2.0,46.0,0.03898305084745763
Roopena Agrahara,3,1300.0,3.0,47.0,0.036153846153846154
Bannerghatta Road,2,1157.0,2.0,40.0,0.03457216940363008
Kanakpura Road,3,1300.0,3.0,69.0,0.05307692307692308
Banashankari Stage III,3,1305.0,2.0,59.0,0.045210727969348656
Jakkur,2,1290.0,2.0,80.0,0.06201550387596899
Hoskote,2,1170.0,2.0,45.0,0.038461538461538464
Yelachenahalli,2,1400.0,2.0,78.0,0.055714285714285716
Kamakshipalya,3,1155.0,2.0,60.0,0.05194805194805195
Hormavu,3,1725.0,3.0,85.0,0.04927536231884058
Kanakpura Road,2,700.0,2.0,40.0,0.05714285714285714
Hoodi,2,1112.0,2.0,88.0,0.07913669064748201
Somasundara Palya,2,1178.0,2.0,78.0,0.06621392190152801
Badavala Nagar,2,1274.0,2.0,81.0,0.06357927786499215
Doddathoguru,2,915.0,2.0,32.0,0.034972677595628415
Hosur Road,1,760.0,1.0,21.28,0.028
Maragondanahalli,3,1540.0,3.0,68.0,0.04415584415584416
P&T Layout,2,1206.0,2.0,38.5,0.031923714759535655
Nehru Nagar,4,2342.0,3.0,115.0,0.04910333048676345
Kannur,3,1200.0,2.0,55.0,0.04583333333333333
Yelenahalli,2,1056.0,2.0,33.0,0.03125
Kanakpura Road,3,1450.0,3.0,54.3,0.03744827586206896
Thirumenahalli,2,1161.0,2.0,36.69,0.03160206718346253
Dollars Colony,2,1097.0,2.0,65.0,0.059252506836827715
Uttarahalli,2,850.0,2.0,35.0,0.041176470588235294
Green Glen Layout,3,1715.0,3.0,115.0,0.06705539358600583
Electronic City,2,1200.0,2.0,59.0,0.049166666666666664
8th Phase JP Nagar,2,1080.0,2.0,38.0,0.03518518518518519
Kasavanhalli,2,1200.0,2.0,50.3,0.041916666666666665
Banashankari,3,1400.0,2.0,78.0,0.055714285714285716
Kanakpura Road,1,458.0,1.0,19.695,0.04300218340611354
Marathahalli,2,1230.0,2.0,57.0,0.046341463414634146
Kalyan nagar,3,1640.0,3.0,88.0,0.05365853658536585
Banashankari,3,1700.0,3.0,125.0,0.07352941176470588
Bommasandra,3,1478.0,2.0,44.0,0.029769959404600813
Banashankari,2,1020.0,2.0,40.79,0.03999019607843137
Yelahanka,3,1275.0,2.0,95.0,0.07450980392156863
Kanakapura,2,1110.0,2.0,38.85,0.035
Uttarahalli,3,1627.86,3.0,88.0,0.054058702836853295
Byagadadhenahalli,2,620.0,2.0,22.0,0.035483870967741936
Hosa Road,2,1133.0,2.0,52.0,0.04589585172109444
Hennur Road,2,1182.0,2.0,82.5,0.06979695431472081
Tumkur Road,3,1500.0,3.0,100.0,0.06666666666666667
Marathahalli,2,1200.0,2.0,58.0,0.04833333333333333
Raja Rajeshwari Nagar,2,1128.0,2.0,48.79,0.04325354609929078
Amruthahalli,2,1100.0,2.0,45.0,0.04090909090909091
Kengeri Satellite Town,2,635.0,1.0,22.0,0.03464566929133858
Ardendale,4,2062.0,3.0,140.0,0.06789524733268672
Thanisandra,3,1874.0,4.0,130.0,0.06937033084311633
Old Madras Road,2,1171.0,2.0,75.0,0.06404782237403928
Sarjapur,3,2020.0,3.0,85.0,0.04207920792079208
8th Phase JP Nagar,2,1059.0,2.0,34.5,0.032577903682719546
Panathur,3,1315.0,2.0,59.1,0.04494296577946768
Jakkur,3,1760.0,3.0,110.0,0.0625
Hennur Road,3,1192.0,2.0,62.0,0.05201342281879195
Hebbal,3,1645.0,3.0,121.0,0.07355623100303951
Whitefield,2,1250.0,2.0,72.0,0.0576
Whitefield,1,709.0,1.0,34.385,0.04849788434414668
Whitefield,2,1340.0,2.0,77.0,0.057462686567164176
Hosa Road,2,1369.1,2.0,104.0,0.07596231100723103
Jalahalli West,2,1355.0,2.0,75.0,0.055350553505535055
Bannerghatta Road,2,1150.0,2.0,65.0,0.05652173913043478
Kanakapura,3,1938.0,3.0,113.0,0.058307533539731685
Begur Road,4,2462.0,4.0,124.0,0.050365556458164096
Budigere,3,1636.0,3.0,85.0,0.0519559902200489
Akshaya Nagar,3,1430.0,2.0,75.0,0.05244755244755245
BEML Layout 5th stage,3,2000.0,3.0,85.0,0.0425
Electronic City Phase II,3,993.0,2.0,50.0,0.050352467270896276
Kanakpura Road,3,1700.0,3.0,88.0,0.05176470588235294
Yelahanka,2,1270.0,2.0,78.0,0.06141732283464567
Anjanapura,3,1500.0,3.0,121.0,0.08066666666666666
Marathahalli,3,1650.0,3.0,86.45,0.052393939393939395
Panathur,2,1109.0,2.0,63.0,0.056807935076645624
Pragathi Nagar,2,1280.0,2.0,49.75,0.0388671875
Kothanur,3,1462.0,3.0,71.0,0.04856361149110807
Marathahalli,1,607.0,1.0,35.0,0.057660626029654036
Kammasandra,2,930.0,2.0,25.0,0.026881720430107527
Electronic City Phase II,3,1418.0,3.0,52.47,0.037002820874471085
EPIP Zone,2,1125.0,2.0,65.0,0.057777777777777775
CV Raman Nagar,3,1825.0,3.0,126.0,0.06904109589041096
Whitefield,2,1320.0,2.0,79.5,0.060227272727272727
Whitefield,2,750.0,2.0,52.7,0.07026666666666667
Yelahanka,3,1400.0,2.0,80.54,0.057528571428571436
A Narayanapura,4,1150.0,3.0,110.0,0.09565217391304348
Whitefield,3,1200.0,3.0,61.96,0.05163333333333334
Poorna Pragna Layout,2,965.0,2.0,48.0,0.049740932642487044
KR Puram,2,1100.0,2.0,43.0,0.03909090909090909
Whitefield,2,1180.0,2.0,41.0,0.03474576271186441
HSR Layout,2,1145.0,2.0,48.0,0.04192139737991266
Silk Board,2,1215.0,2.0,49.85,0.04102880658436214
Hegde Nagar,2,1200.0,2.0,75.0,0.0625
Kenchenahalli,2,1015.0,2.0,58.0,0.05714285714285714
Kaggalipura,3,2400.0,3.0,165.0,0.06875
Puttanahalli,2,1076.0,2.0,52.0,0.048327137546468404
JP Nagar,2,1300.0,2.0,109.0,0.08384615384615385
Hebbal Kempapura,2,1300.0,2.0,102.0,0.07846153846153846
Hosa Road,3,1512.0,3.0,123.0,0.08134920634920635
Bhoganhalli,3,1053.4,3.0,88.91,0.08440288589329788
Yeshwanthpur,1,605.0,1.0,41.745,0.06899999999999999
Hormavu,2,1153.0,2.0,65.0,0.05637467476149176
Virat Nagar,2,2080.0,2.0,150.0,0.07211538461538461
Hulimavu,2,1255.0,2.0,69.0,0.0549800796812749
Marathahalli,3,1583.0,3.0,109.0,0.06885660138976626
Kundalahalli Colony,2,1505.0,2.0,90.0,0.059800664451827246
Kathriguppe,3,1365.0,2.0,75.08,0.055003663003663
Dwarka Nagar,3,1200.0,3.0,95.75,0.07979166666666666
Amblipura,3,1810.0,4.0,148.0,0.08176795580110498
Magadi Road,1,440.0,1.0,35.0,0.07954545454545454
Subramanyapura,2,975.0,2.0,63.0,0.06461538461538462
Doddagubbi,2,1250.0,2.0,39.0,0.0312
Gopalkrishna Nagar,3,1530.0,2.0,97.0,0.06339869281045751
Kereguddadahalli,3,1300.0,2.0,39.0,0.03
Channasandra,2,1115.0,2.0,40.0,0.03587443946188341
Sarjapur  Road,2,1308.0,2.0,83.0,0.06345565749235474
Uttarahalli,3,1490.0,2.0,59.6,0.04
Sarjapur  Road,3,1592.0,3.0,91.0,0.0571608040201005
Rajaji Nagar,2,1222.0,2.0,112.0,0.09165302782324058
Raja Rajeshwari Nagar,2,1267.0,2.0,42.85,0.03382004735595896
Balagere,1,656.0,1.0,53.0,0.08079268292682927
Chandapura,2,1200.0,1.0,36.0,0.03
Thanisandra,3,1698.0,3.0,102.0,0.06007067137809187
Tata Nagar,3,1500.0,3.0,70.0,0.04666666666666667
Electronic City,2,1152.0,2.0,65.75,0.057074652777777776
Raja Rajeshwari Nagar,1,550.0,1.0,21.0,0.038181818181818185
Pattandur Agrahara,2,900.0,2.0,42.0,0.04666666666666667
Rajarajeshwari nagar,3,1410.0,2.0,45.12,0.032
Akshaya Nagar,3,1419.0,2.0,73.0,0.05144467935165609
AECS Layout,3,1800.0,3.0,65.0,0.03611111111111111
Gottigere,2,990.0,2.0,40.0,0.04040404040404041
Sarjapur  Road,2,1016.0,2.0,45.0,0.04429133858267716
Bannerghatta Road,2,1100.0,2.0,39.0,0.035454545454545454
Ramamurthy Nagar,4,850.0,2.0,65.0,0.07647058823529412
Whitefield,2,1095.0,2.0,35.0,0.0319634703196347
Rajarajeshwarinagar,3,2000.0,3.0,85.0,0.0425
Budigere,2,1444.0,2.0,70.0,0.04847645429362881
Whitefield,2,1415.0,2.0,67.0,0.04734982332155477
Jinkethimmanahalli,3,1500.0,2.0,130.0,0.08666666666666667
Daadys Gaarden Layout,3,1600.0,3.0,72.0,0.045
Whitefield,2,1105.0,2.0,41.36,0.03742986425339367
Electronic City,3,1225.0,3.0,45.03,0.036759183673469385
Dasarahalli,7,2400.0,3.0,150.0,0.0625
Talaghattapura,3,1856.0,3.0,135.0,0.07273706896551724
Sarjapur  Road,2,1150.0,2.0,77.0,0.06695652173913043
Abbigere,5,1200.0,4.0,98.0,0.08166666666666667
Whitefield,3,2094.0,2.0,113.19,0.05405444126074498
5th Phase JP Nagar,3,1485.0,2.0,67.0,0.04511784511784512
Vimanapura,3,2500.0,3.0,75.0,0.03
Whitefield,2,1200.0,2.0,45.0,0.0375
Hennur Road,2,1036.0,2.0,59.46,0.057393822393822395
Dodsworth Layout,2,1400.0,2.0,80.0,0.05714285714285714
Bommanahalli,2,1110.0,2.0,33.0,0.02972972972972973
Kodichikkanahalli,2,1150.0,2.0,48.0,0.04173913043478261
Kenchenahalli,1,715.0,1.0,45.0,0.06293706293706294
Jakkur,4,2283.0,4.0,130.0,0.05694261936049058
Hormavu,3,1453.0,2.0,43.58,0.029993117687543012
Nagarbhavi,3,1400.0,2.0,85.0,0.060714285714285714
Padmanabhanagar,3,1400.0,3.0,65.0,0.04642857142857143
Whitefield,3,1700.0,3.0,140.0,0.08235294117647059
Kanakpura Road,3,1591.0,3.0,120.0,0.0754242614707731
Nagarbhavi,3,1515.0,2.0,79.0,0.05214521452145215
Chandapura,2,975.0,2.0,24.86,0.025497435897435895
Yeshwanthpur,3,1382.0,2.0,76.18,0.05512301013024602
Amarjyothi Colony,2,1100.0,2.0,38.0,0.034545454545454546
Banashankari Stage II,3,1500.0,2.0,120.0,0.08
Yelahanka,3,1391.0,2.0,64.5,0.04636951833213515
Begur Road,2,1160.0,2.0,42.92,0.037
Chandapura,1,620.0,1.0,27.0,0.043548387096774194
Kanakpura Road,3,1482.0,3.0,60.98,0.041147098515519565
Whitefield,2,1405.0,2.0,84.5,0.0601423487544484
Gunjur,2,1190.0,2.0,40.0,0.03361344537815126
Harlur,2,1174.0,2.0,78.0,0.06643952299829642
Seegehalli,2,1155.0,2.0,72.0,0.06233766233766234
Thanisandra,3,1411.0,3.0,93.04,0.06593905031892275
Jalahalli West,2,745.0,2.0,50.0,0.06711409395973154
Kereguddadahalli,2,1000.0,2.0,30.0,0.03
Jigani,2,923.0,2.0,50.0,0.05417118093174431
Yeshwanthpur,2,1000.0,2.0,32.0,0.032
Battarahalli,2,1276.0,2.0,45.0,0.03526645768025078
Devasthanagalu,3,1460.0,3.0,70.0,0.04794520547945205
Yemlur,2,1355.0,2.0,95.0,0.07011070110701106
Avalahalli,1,833.0,1.0,49.0,0.058823529411764705
Ramamurthy Nagar,2,1200.0,2.0,48.0,0.04
Yeshwanthpur,1,669.0,1.0,36.85,0.05508221225710015
7th Phase JP Nagar,3,2200.0,4.0,105.0,0.04772727272727273
Koramangala,3,1594.0,3.0,125.0,0.07841907151819323
Kothanur,3,1790.0,3.0,105.0,0.05865921787709497
NGR Layout,2,1020.0,2.0,45.0,0.04411764705882353
Vasantapura main road,2,1037.0,2.0,36.28,0.03498553519768563
Whitefield,3,1345.0,2.0,57.0,0.04237918215613383
Kodichikkanahalli,2,1070.0,2.0,43.0,0.04018691588785047
Yeshwanthpur,3,1385.0,2.0,76.18,0.05500361010830326
Kanakpura Road,2,1207.0,2.0,79.9,0.06619718309859156
Varthur,2,1140.0,2.0,55.5,0.04868421052631579
Basavanapura,2,1220.0,2.0,68.0,0.05573770491803279
Sarjapur  Road,3,1965.0,3.0,120.0,0.061068702290076333
Koramangala,3,1760.0,2.0,115.0,0.06534090909090909
Haralur Road,2,1225.0,2.0,70.0,0.05714285714285714
Marathahalli,2,1075.0,2.0,52.43,0.048772093023255816
Panathur,2,1000.0,2.0,68.0,0.068
Yelahanka,2,1322.0,2.0,86.0,0.06505295007564296
AECS Layout,2,1045.0,2.0,36.58,0.03500478468899521
Venugopal Reddy Layout,3,1545.0,3.0,85.0,0.05501618122977346
Thanisandra,3,1996.0,3.0,135.0,0.06763527054108216
Brookefield,2,1125.0,2.0,70.0,0.06222222222222222
Mysore Road,3,1560.0,3.0,115.0,0.07371794871794872
BEML Layout,3,2000.0,2.0,85.0,0.0425
Lake City,2,780.0,2.0,35.0,0.04487179487179487
Lakshmipura,2,1350.0,2.0,110.0,0.08148148148148149
Pragathi Nagar,2,1350.0,2.0,41.0,0.03037037037037037
Dasanapura,1,708.0,1.0,28.32,0.04
Sarjapur  Road,3,1680.0,3.0,160.0,0.09523809523809523
Hoodi,2,1400.0,2.0,82.0,0.05857142857142857
Bellandur,2,1310.0,2.0,72.0,0.0549618320610687
Electronics City Phase 1,2,1175.0,2.0,57.0,0.04851063829787234
Chikkalasandra,3,1428.0,2.0,80.0,0.056022408963585436
Akshaya Nagar,4,750.0,4.0,62.0,0.08266666666666667
8th Phase JP Nagar,2,1080.0,2.0,35.0,0.032407407407407406
Vijaya Bank Layout,3,1200.0,2.0,68.0,0.056666666666666664
Bommasandra Industrial Area,3,1320.0,2.0,38.13,0.028886363636363637
Badavala Nagar,3,1842.0,3.0,115.0,0.06243213897937025
Sector 2 HSR Layout,2,1146.0,2.0,55.0,0.04799301919720768
Rachenahalli,1,440.0,1.0,28.0,0.06363636363636363
Sahakara Nagar,2,1048.0,2.0,50.0,0.04770992366412214
Thanisandra,3,1801.0,3.0,115.0,0.06385341476957246
Whitefield,2,1150.0,2.0,90.0,0.0782608695652174
Talaghattapura,3,1868.0,3.0,120.0,0.06423982869379015
Begur,3,1445.0,2.0,47.1,0.032595155709342565
Hebbal Kempapura,3,1466.0,2.0,140.0,0.09549795361527967
Harlur,3,1730.0,3.0,100.0,0.057803468208092484
Somasundara Palya,2,1185.0,2.0,70.0,0.05907172995780591
Whitefield,4,2400.0,4.0,147.0,0.06125
Kaval Byrasandra,2,1185.0,2.0,49.0,0.04135021097046414
Hongasandra,2,1150.0,2.0,49.0,0.042608695652173914
Pai Layout,2,1075.0,2.0,35.0,0.03255813953488372
Hebbal,3,1760.0,3.0,123.0,0.06988636363636364
Banashankari,2,1600.0,2.0,63.98,0.039987499999999995
Haralur Road,2,1000.0,2.0,78.0,0.078
7th Phase JP Nagar,2,1215.0,2.0,90.0,0.07407407407407407
EPIP Zone,3,1734.0,3.0,125.0,0.07208765859284891
Rachenahalli,2,1113.0,2.0,55.0,0.04941599281221923
Horamavu Banaswadi,2,1272.0,2.0,48.0,0.03773584905660377
Kereguddadahalli,3,1240.0,3.0,41.0,0.03306451612903226
Yelahanka,2,1100.0,2.0,70.0,0.06363636363636363
Ambalipura,2,896.0,2.0,30.13,0.03362723214285714
BTM 2nd Stage,2,1200.0,2.0,35.0,0.029166666666666667
Sarjapur,2,1500.0,2.0,30.0,0.02
S R Layout,2,1096.0,2.0,48.0,0.043795620437956206
GD Layout,2,1094.0,2.0,44.0,0.04021937842778794
Vittal Nagar,2,1100.0,2.0,49.0,0.04454545454545455
Nagarbhavi,2,1145.0,2.0,40.0,0.034934497816593885
Rachenahalli,3,1550.0,3.0,74.5,0.04806451612903226
Seegehalli,3,1830.0,4.0,82.0,0.04480874316939891
Hoodi,3,1746.0,3.0,84.95,0.04865406643757159
Maruthi Sevanagar,4,1280.0,4.0,115.0,0.08984375
Kengeri,2,918.0,2.0,27.54,0.03
Banashankari Stage III,3,1305.0,2.0,60.0,0.04597701149425287
Thigalarapalya,2,1207.0,2.0,62.0,0.05136702568351284
Thanisandra,3,1678.0,3.0,125.0,0.07449344457687723
Kaggalipura,2,950.0,2.0,50.0,0.05263157894736842
Ardendale,3,1732.46,3.0,92.0,0.05310367916142364
